date,symbol,exchange,passed,failed_criteria,close,rs_percentile
2026-07-23,AALB.AS,EURONEXT_AMSTERDAM,True,,41.24,93.4
2026-07-23,ABI.BR,EURONEXT_BRUSSELS,True,,72.18,77.9
2026-07-23,ABN.AS,EURONEXT_AMSTERDAM,True,,38.07,92.5
2026-07-23,ACX.MC,BME_MADRID,True,,16.54,91.0
2026-07-23,AGN.AS,EURONEXT_AMSTERDAM,True,,8.058,81.0
2026-07-23,AGS.BR,EURONEXT_BRUSSELS,True,,72.4,81.8
2026-07-23,AKER.OL,OSLO,True,,1252.0,98.8
2026-07-23,AKRBP.OL,OSLO,True,,342.2,90.5
2026-07-23,ALFA.ST,OMX_STOCKHOLM,True,,572.8,75.9
2026-07-23,ALV.DE,XETRA,True,,426.4,75.2
2026-07-23,ANA.MC,BME_MADRID,True,,252.6,91.2
2026-07-23,ASML.AS,EURONEXT_AMSTERDAM,True,,1575.6,99.0
2026-07-23,BAER.SW,SIX,True,,69.3,70.3
2026-07-23,BAMI.MI,BORSA_ITALIANA,True,,15.565,89.8
2026-07-23,BAMNB.AS,EURONEXT_AMSTERDAM,True,,11.37,92.7
2026-07-23,BARC.L,LSE,True,,522.0,79.6
2026-07-23,BAYN.DE,XETRA,True,,46.29,86.1
2026-07-23,BBVA.MC,BME_MADRID,True,,22.83,88.1
2026-07-23,BEZ.L,LSE,True,,1289.0,80.5
2026-07-23,BKT.MC,BME_MADRID,True,,15.905,73.5
2026-07-23,BMPS.MI,BORSA_ITALIANA,True,,11.484,96.8
2026-07-23,BNP.PA,EURONEXT_PARIS,True,,105.7,88.3
2026-07-23,BNZL.L,LSE,True,,2724.0,72.5
2026-07-23,BP.L,LSE,True,,549.4,80.3
2026-07-23,BPE.MI,BORSA_ITALIANA,True,,13.68,92.9
2026-07-23,CA.PA,EURONEXT_PARIS,True,,16.61,82.5
2026-07-23,CABK.MC,BME_MADRID,True,,13.08,93.2
2026-07-23,CBK.DE,XETRA,True,,38.05,71.3
2026-07-23,CCH.L,LSE,True,,4934.0,81.3
2026-07-23,DANSKE.CO,OMX_COPENHAGEN,True,,361.4,87.1
2026-07-23,DCC.L,LSE,True,,6295.0,86.6
2026-07-23,DHL.DE,XETRA,True,,56.64,89.1
2026-07-23,DPLM.L,LSE,True,,7525.0,90.3
2026-07-23,ELE.MC,BME_MADRID,True,,41.15,93.9
2026-07-23,ELI.BR,EURONEXT_BRUSSELS,True,,141.2,83.5
2026-07-23,EMSN.SW,SIX,True,,786.0,83.9
2026-07-23,ENGI.PA,EURONEXT_PARIS,True,,27.67,85.2
2026-07-23,ENI.MI,BORSA_ITALIANA,True,,22.755,94.6
2026-07-23,EOAN.DE,XETRA,True,,19.635,72.0
2026-07-23,EQNR.OL,OSLO,True,,389.5,97.1
2026-07-23,EVK.DE,XETRA,True,,16.71,70.6
2026-07-23,FBK.MI,BORSA_ITALIANA,True,,23.75,71.0
2026-07-23,FORTUM.HE,OMX_HELSINKI,True,,20.91,73.7
2026-07-23,FRO.OL,OSLO,True,,368.0,96.4
2026-07-23,G.MI,BORSA_ITALIANA,True,,42.61,86.4
2026-07-23,GALP.LS,EURONEXT_LISBON,True,,20.21,78.8
2026-07-23,GLE.PA,EURONEXT_PARIS,True,,77.28,83.2
2026-07-23,HSBA.L,LSE,True,,1540.6,91.5
2026-07-23,HSX.L,LSE,True,,1824.0,82.2
2026-07-23,IBE.MC,BME_MADRID,True,,21.09,76.6
2026-07-23,IMI.L,LSE,True,,3014.0,74.7
2026-07-23,INGA.AS,EURONEXT_AMSTERDAM,True,,29.015,85.9
